32,2018041600000127,1,20180416,X9,1096,20180416,04,HKD,.80107,0,50,1523620503,,,,908800,747869.7,1096090000,EHK0000120151,1300000,0,EA,20180416,[2018-04-16]股票估值增值[295][江山控股],,20180616,,20180427092639,
32,2018041600000127,2,20180416,X9,1096,20180416,04,HKD,.80107,0,40,4005010000,,,,908800,747869.7,1096090000,EHK0000120151,1300000,0,EA,20180416,[2018-04-16]股票估值增值[295][江山控股],,20180616,,20180427092639,
32,2018041600000128,1,20180416,X9,1096,20180416,04,HKD,.80107,0,40,1523620503,,,,1168060,889314.16,1096090000,EKYG211341048,1300000,0,EA,20180416,[2018-04-16]股票估值增值[633][中国全通],,20180616,,20180427092639,
32,2018041600000128,2,20180416,X9,1096,20180416,04,HKD,.80107,0,50,4005010000,,,,1168060,889314.16,1096090000,EKYG211341048,1300000,0,EA,20180416,[2018-04-16]股票估值增值[633][中国全通],,20180616,,20180427092639,
32,2018041600000129,1,20180416,X9,1096,20180416,04,HKD,.80107,0,50,1523620503,,,,490665,407040.97,1096090000,EKYG2129W1042,1300000,0,EA,20180416,[2018-04-16]股票估值增值[8158][中国再生医学],,20180616,,20180427092639,
32,2018041600000129,2,20180416,X9,1096,20180416,04,HKD,.80107,0,40,4005010000,,,,490665,407040.97,1096090000,EKYG2129W1042,1300000,0,EA,20180416,[2018-04-16]股票估值增值[8158][中国再生医学],,20180616,,20180427092639,
32,2018041600000130,1,20180416,X9,1096,20180416,04,HKD,.80107,0,50,1002001201,,,,.35,0,1096090000,,,0,EA,20180416,[2018-04-16]科目[1002010105002000003]汇兑损益,,20180616,,20180427092639,G01
32,2018041600000130,2,20180416,X9,1096,20180416,04,RMB,1,0,40,6061020000,,,,.35,0,1096090000,,,0,EA,20180416,[2018-04-16]科目[1002010105002000003]汇兑损益,,20180616,,20180427092639,
32,2018041600000131,1,20180416,X9,1096,20180416,04,HKD,.80107,0,50,1002001203,,,,1914.44,0,1096090000,,,0,EA,20180416,[2018-04-16]科目[1002010105002000002]汇兑损益,,20180616,,20180427092639,G01
32,2018041600000131,2,20180416,X9,1096,20180416,04,RMB,1,0,40,6061020000,,,,1914.44,0,1096090000,,,0,EA,20180416,[2018-04-16]科目[1002010105002000002]汇兑损益,,20180616,,20180427092639,
32,2018041600000132,1,20180416,X9,1096,20180416,04,RMB,1,0,40,6601630000,,,,3275.09,3275.09,1096090000,,,0,EA,20180416,计提管理费,,20180616,,20180427092639,
32,2018041600000132,2,20180416,X9,1096,20180416,04,RMB,1,0,50,2241170000,,,,3275.09,3275.09,1096090000,,,0,EA,20180416,计提管理费,,20180616,,20180427092639,
32,2018041600000133,1,20180416,X9,1096,20180416,04,RMB,1,0,40,6601570000,,,,1390.36,1390.36,1096090000,,,0,EA,20180416,计提托管费,,20180616,,20180427092639,
32,2018041600000133,2,20180416,X9,1096,20180416,04,RMB,1,0,50,2241060000,,,,1390.36,1390.36,1096090000,,,0,EA,20180416,计提托管费,,20180616,,20180427092639,
32,2018041700000134,1,20180417,X9,1096,20180417,04,RMB,1,0,40,2241060000,,,,1033479.94,1033479.94,1096090000,,,0,EA,20180417,支付2017第四季度托管费,,20180617,,20180427092639,
32,2018041700000134,2,20180417,X9,1096,20180417,04,RMB,1,0,50,1231140000,,,,1033479.94,1033479.94,1096090000,,,0,EA,20180417,支付2017第四季度托管费,,20180617,,20180427092639,
